m/z,dGLO1_000001
276.1189666517267,518990.28125
276.1260121234924,222104.65625
276.1441937565667,219610.375
276.1554152087718,1291778.75
276.166498426776,209894.4375
276.1667152689359,266650.15625
276.1806440296801,272959.4375
276.1965049896603,233755.375
276.3140099516363,211024.6875
276.7182437007716,216016.53125
276.9753815222962,516684.125
277.0341903196567,264040.46875
277.1031352117629,317887.75
277.104825566009,1082829.375
277.1282337944207,233155.578125
277.1377478511453,311309.90625
277.1385516253946,921345.5625
277.1394364937667,26568422.0
277.1405952246392,575917.8125
277.1413485116011,283005.15625
277.1588701684774,232057.125
277.1798590940997,1083093.25
277.2126668380004,392027.9375
277.2138012720548,12401531.0
277.2147093953416,435938.4375
277.7939759662606,218633.84375
277.8185844105768,249679.5625
277.9419624943171,241952.5625
278.1280991958562,397323.5625
278.1365285589362,249287.671875
278.1427180111919,2840625.5
278.1832087956526,212015.375
278.2171720723225,1980130.75
278.2911954968171,233624.3125
278.5718119326526,233342.3125
278.5725579275774,1612481.25
278.6099684440501,203693.8125
278.9738526709369,222972.859375
278.9740804309384,234315.671875
279.0105607063659,225665.484375
279.0387915840208,254719.84375
279.0473267196029,238203.34375
279.0477168561384,391279.59375
279.0742097511153,381275.21875
279.143702670686,398359.3125
279.1461187316973,239957.078125
279.1590859290126,2019588.75
279.172088976727,219474.984375
279.1925263319181,232304.59375
279.1954095875013,261470.40625
279.2023364301123,223128.765625
279.228787208277,225440.9375
279.2294493542831,2311786.25
279.2300248534194,233860.296875
279.2316618256609,269177.5
279.2319073370472,334492.0625
279.5704568282269,244055.671875
279.7737958648898,228359.78125
279.9578336979063,226486.5625
279.9581240391345,294120.625
280.0902605604416,224642.0625
280.0909871014971,316924.375
280.0920892714738,7134783.0
280.0928783055399,290267.4375
280.0959807201551,258399.359375
280.0962008706889,319377.90625
280.1622652940686,364896.96875
280.162495725607,288157.65625
280.2324343080848,247956.25
280.2327783104988,460564.9375
280.2635142983955,427927.46875
280.3981200793482,219384.234375
280.6347114632229,218607.859375
280.8873454343041,212159.984375
280.9401331178096,263458.71875
280.9403224352583,341008.03125
280.995436355239,389633.71875
281.0543605469976,365375.90625
281.0786017963691,415360.9375
281.080087837422,251065.03125
281.0802751484877,240688.828125
281.0953296283301,684730.8125
281.0993712119274,251665.265625
281.1131733313019,271124.21875
281.1359929781991,219691.84375
281.1470886847663,209768.46875
281.151075388802,269039.65625
281.1514128656337,320662.3125
281.1745630747569,246447.3125
281.1748222650542,232274.28125
281.2111604950309,231095.15625
281.2470458771155,285277.84375
281.2474260725552,1370017.75
281.4986264484062,215403.140625
